Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
10 December 2021, 1.1273, 128.20, 1.9558, 25.365, 7.4362, 0.85355, 365.58, 4.6123, 4.9494, 10.2463, 1.0424, 147.80, 10.1335, 7.5250, 82.8024, 15.6908, 1.5765, 6.2923, 1.4340, 7.1814, 8.7918, 16202.70, 3.4931, 85.3105, 1331.35, 23.6094, 4.7488, 1.6635, 56.746, 1.5396, 37.945, 18.0414, 
